New_geog_code,geog_l,geog_c,geog_n,CLA_started2014,CLA_taken2014,SCLA_male,SCLA_female,SCLA_U1,SCLA_1to4,SCLA_5to9,SCLA_10to15,SCLA_16over,SCLA_AbNeg,SCLA_Cdisab,SCLA_ParIll,SCLA_FAcSt,SCLA_FD,SCLA_SUB,SCLA_LI,SCLA_AbsPar,SCLA_ICO,SCLA_FCO,SCLA_POG,SCLA_S20,SCLA_UPP,SCLA_SEPO,SCLA_UCAO,SCLA_ONCT,SCLA_PACE,SCLA_SORR
E92000001,NATIONAL,999,ENGLAND,30430,10920,16400,14030,6090,5970,5260,8610,4510,16890,690,1040,2940,5710,1190,100,1870,5930,340,50,18400,3850,790,10,1040,20,10
E12000001,REGION,A,NORTH EAST,1980,420,1030,950,490,460,350,550,130,1190,30,50,170,440,50,0,60,210,40,10,1520,150,20,0,40,0,0
E12000002,REGION,B,NORTH WEST,4740,2120,2560,2180,1030,1110,940,1240,420,2990,80,130,430,820,180,10,110,1280,70,0,2490,630,140,0,120,10,0
E12000003,REGION,C,YORKSHIRE AND THE HUMBER,2690,1190,1450,1240,680,620,500,640,260,1790,40,50,190,430,110,0,80,730,30,10,1370,300,130,0,140,0,0
E12000004,REGION,D,EAST MIDLANDS,2250,740,1230,1020,480,460,380,590,340,1240,50,70,190,470,80,10,150,510,10,0,1420,200,20,0,80,10,0
E12000005,REGION,E,WEST MIDLANDS,3600,1430,1870,1740,780,760,660,980,430,2080,100,130,370,650,140,0,120,790,50,0,2100,490,100,0,70,0,0
E12000006,REGION,F,EAST OF ENGLAND,2720,950,1460,1260,520,520,490,720,470,1670,70,30,280,480,60,0,130,580,30,10,1720,250,90,0,50,0,0
E12000007,REGION,G,LONDON,5770,2030,3200,2560,810,770,870,1890,1430,2750,120,290,500,880,410,40,770,690,50,10,3330,1180,100,0,400,0,0
E12000007,REGION,H,INNER LONDON,2380,880,1300,1090,380,300,340,710,650,1070,40,160,240,420,180,30,250,350,20,0,1290,450,60,0,210,0,0
E12000007,REGION,I,OUTER LONDON,3380,1150,1910,1480,430,470,530,1180,770,1690,80,130,260,470,220,10,530,340,30,0,2040,730,40,0,200,0,0
E12000008,REGION,J,SOUTH EAST,4040,1280,2210,1830,760,750,640,1200,680,1720,130,180,490,1020,130,10,360,700,60,10,2640,420,110,0,110,0,0
E12000009,REGION,K,SOUTH WEST,2630,770,1380,1260,530,520,420,800,360,1460,80,110,320,510,50,20,90,440,20,10,1820,220,80,0,30,0,0
E09000001,LA,201,City of London,x,0,x,0,x,x,0,0,x,x,0,0,0,0,0,0,x,0,0,0,x,0,0,0,0,0,0
E09000007,LA,202,Camden,120,51,71,49,20,18,14,40,28,54,x,10,14,21,8,x,8,21,x,0,62,24,x,0,7,0,0
E09000011,LA,203,Greenwich,270,121,158,112,40,56,60,68,46,154,11,22,x,35,21,x,21,27,6,0,135,88,0,0,14,0,0
E09000012,LA,204,Hackney,163,68,91,72,17,15,31,58,42,88,0,9,6,30,11,0,19,24,11,x,88,31,x,0,6,0,0
E09000013,LA,205,Hammersmith and Fulham,122,50,68,54,19,19,19,38,27,62,x,6,12,23,10,0,8,25,x,0,59,23,x,0,12,x,0
E09000019,LA,206,Islington,152,53,82,70,23,17,17,54,41,82,0,x,15,18,10,0,24,29,0,0,84,19,x,0,15,0,0
E09000020,LA,207,Kensington and Chelsea,75,14,40,35,14,7,x,22,28,18,x,8,13,11,9,x,14,7,0,0,52,6,x,0,9,0,0
E09000022,LA,208,Lambeth,331,132,192,139,51,36,58,94,92,141,8,37,47,45,28,x,20,42,x,0,176,77,12,0,23,0,0
E09000023,LA,209,Lewisham,237,97,130,107,42,37,40,70,48,77,x,x,29,72,21,x,31,40,x,0,113,49,7,0,27,0,0
E09000028,LA,210,Southwark,255,84,136,119,50,44,36,65,60,142,6,9,21,46,7,x,22,34,x,x,154,42,x,0,13,x,0
E09000030,LA,211,Tower Hamlets,206,91,108,98,28,23,29,56,70,90,x,25,10,31,19,x,25,26,x,0,95,56,7,0,20,0,0
E09000032,LA,212,Wandsworth,134,50,69,65,18,29,15,35,37,64,x,18,17,12,7,x,13,27,x,0,76,19,x,x,8,0,0
E09000033,LA,213,Westminster,90,20,44,46,10,8,8,26,38,23,x,12,11,18,10,x,12,x,0,0,56,10,x,0,14,0,0
E09000002,LA,301,Barking and Dagenham,310,164,152,158,41,61,69,98,41,203,11,11,9,50,x,x,22,43,x,0,143,118,x,0,x,0,0
E09000003,LA,302,Barnet,166,70,94,72,23,19,19,63,42,47,x,6,39,59,7,0,7,29,x,0,82,37,x,0,14,0,0
E09000004,LA,303,Bexley,163,56,82,81,26,24,33,50,30,56,x,x,6,85,x,0,7,17,x,0,102,34,x,x,x,0,0
E09000005,LA,304,Brent,236,100,137,99,28,19,39,82,68,146,x,x,13,x,39,0,25,16,x,0,104,73,10,0,32,0,0
E09000006,LA,305,Bromley,167,43,89,78,36,22,25,50,34,83,x,13,15,21,17,0,14,21,x,0,113,16,x,x,11,0,0
E09000008,LA,306,Croydon,400,52,289,111,33,28,30,223,86,123,x,11,15,19,24,0,203,26,0,0,318,23,x,0,29,x,0
E09000009,LA,307,Ealing,243,96,122,121,30,41,41,74,57,137,7,21,19,26,12,x,19,25,9,0,134,54,8,0,13,0,0
E09000010,LA,308,Enfield,176,56,95,81,24,20,20,67,45,94,x,7,14,8,24,0,28,10,0,0,102,46,0,0,18,0,0
E09000014,LA,309,Haringey,226,93,131,95,37,25,31,66,67,89,x,12,18,37,23,18,25,41,0,0,105,50,x,0,28,0,0
E09000015,LA,310,Harrow,135,40,73,62,25,16,25,46,23,83,6,9,x,16,9,0,7,16,0,0,85,23,x,0,10,0,0
E09000016,LA,311,Havering,147,77,75,72,16,20,36,58,17,101,x,x,11,16,6,0,7,8,0,0,70,68,x,0,0,0,0
E09000017,LA,312,Hillingdon,200,47,117,83,14,30,33,56,67,81,x,x,9,27,24,0,57,22,x,0,142,20,x,0,11,0,0
E09000018,LA,313,Hounslow,160,56,72,88,23,20,15,56,46,86,x,x,20,23,x,x,21,18,0,0,101,37,x,0,x,0,0
E09000021,LA,314,Kingston upon Thames,52,13,29,23,8,x,6,12,21,24,x,x,x,x,x,0,16,9,0,0,37,x,x,0,x,0,0
E09000024,LA,315,Merton,114,35,75,39,13,17,13,32,39,53,x,x,16,18,x,0,15,13,0,0,74,21,x,0,x,0,0
E09000025,LA,316,Newham,267,74,130,137,47,25,40,81,74,134,x,7,29,51,18,x,25,26,x,0,169,43,x,0,24,0,0
E09000026,LA,317,Redbridge,145,29,82,63,17,26,20,40,42,84,x,6,16,13,9,0,14,x,0,0,101,23,x,0,15,0,0
E09000027,LA,318,Richmond upon Thames,47,8,27,20,6,7,7,22,x,23,x,x,0,13,x,0,x,x,x,0,38,x,x,0,x,0,0
E09000029,LA,319,Sutton,93,29,51,42,12,16,13,35,17,21,x,x,36,16,x,0,11,14,0,0,64,13,x,0,0,0,0
E09000031,LA,320,Waltham Forest,160,57,89,71,19,22,22,52,45,88,x,x,12,13,9,0,28,18,x,x,90,34,x,0,12,0,0
E08000025,LA,330,Birmingham,653,253,326,327,161,116,108,185,83,460,10,12,78,55,24,x,13,145,x,x,378,98,x,0,21,0,0
E08000026,LA,331,Coventry,333,185,166,167,58,74,65,108,28,283,8,x,12,11,10,0,x,86,x,x,132,84,10,0,15,0,0
E08000027,LA,332,Dudley,179,91,87,92,35,48,30,59,7,127,x,x,7,28,6,0,x,48,x,0,87,32,6,0,x,0,0
E08000028,LA,333,Sandwell,218,104,111,107,47,52,54,49,16,171,x,0,11,12,6,0,16,53,0,0,107,47,x,0,7,0,0
E08000029,LA,334,Solihull,125,44,69,56,20,24,23,29,29,48,x,12,31,10,6,x,15,31,0,0,78,9,x,0,x,0,0
E08000030,LA,335,Walsall,224,105,113,111,58,51,51,53,11,99,x,x,69,41,7,0,x,54,x,0,113,44,6,0,x,x,0
E08000031,LA,336,Wolverhampton,332,137,177,155,69,67,64,95,37,203,18,9,29,47,16,0,10,76,x,0,191,50,10,0,x,x,0
E08000011,LA,340,Knowsley,107,63,53,54,17,20,28,37,x,48,0,x,7,43,7,0,0,40,x,0,40,17,x,0,x,0,0
E08000012,LA,341,Liverpool,383,141,208,175,78,93,77,96,39,240,x,16,20,70,21,0,15,104,14,0,229,15,8,0,13,0,0
E08000013,LA,342,St. Helens,139,62,79,60,41,31,38,27,x,125,8,x,x,x,x,0,x,46,x,0,74,15,0,0,x,0,0
E08000014,LA,343,Sefton,160,75,91,69,31,41,31,49,8,83,x,0,42,28,6,0,0,68,0,0,80,x,x,0,x,0,0
E08000015,LA,344,Wirral,201,85,107,94,30,39,40,67,25,82,7,x,14,85,x,x,x,66,8,0,115,11,0,0,x,0,0
E08000001,LA,350,Bolton,146,70,71,75,54,29,22,30,11,96,x,6,13,19,x,x,x,48,x,0,71,15,6,0,x,0,0
E08000002,LA,351,Bury,114,61,55,59,28,29,21,32,x,96,x,x,x,x,6,0,x,46,0,0,52,12,x,0,x,0,0
E08000003,LA,352,Manchester,618,318,338,280,121,132,145,161,59,346,12,33,61,89,45,9,23,90,x,0,276,196,30,0,24,0,0
E08000004,LA,353,Oldham,199,114,92,107,35,56,39,53,16,152,0,9,10,14,8,0,6,45,x,0,77,63,x,x,8,0,0
E08000005,LA,354,Rochdale,179,95,98,81,41,50,32,46,10,79,x,7,38,47,x,0,0,48,6,0,79,32,9,0,x,0,0
E08000006,LA,355,Salford,247,84,145,102,43,51,52,74,27,165,x,x,x,59,x,0,6,45,x,0,163,35,x,0,0,0,0
E08000007,LA,356,Stockport,112,37,58,54,27,18,20,30,17,64,7,x,x,29,x,0,x,24,x,0,73,x,6,0,x,0,0
E08000008,LA,357,Tameside,160,57,92,68,35,37,27,36,25,101,0,x,17,19,13,0,7,32,x,0,98,17,x,0,x,x,0
E08000009,LA,358,Trafford,133,33,67,66,20,31,26,41,15,58,x,7,35,28,x,0,x,28,0,0,99,x,0,0,x,0,0
E08000010,LA,359,Wigan,148,47,87,61,41,34,32,35,6,119,x,x,8,13,x,0,0,27,x,0,100,13,6,0,x,0,0
E08000016,LA,370,Barnsley,86,34,43,43,24,19,12,16,15,46,x,x,10,18,x,0,x,19,0,x,48,13,x,0,x,0,0
E08000017,LA,371,Doncaster,225,108,120,105,49,56,42,59,19,145,x,9,22,36,6,0,x,82,x,x,98,18,x,0,15,0,0
E08000018,LA,372,Rotherham,123,63,69,54,34,19,18,36,16,74,x,x,17,17,9,0,x,51,x,0,51,8,x,0,9,0,0
E08000019,LA,373,Sheffield,251,117,137,114,49,55,47,51,49,116,x,x,18,67,22,x,21,67,x,0,105,39,8,0,29,0,0
E08000032,LA,380,Bradford,317,161,170,147,69,84,55,81,28,253,x,0,15,37,x,0,x,85,x,0,139,52,20,0,17,0,0
E08000033,LA,381,Calderdale,72,21,37,35,26,11,7,19,9,57,x,0,x,6,x,0,x,18,0,0,44,x,0,0,7,0,0
E08000034,LA,382,Kirklees,223,90,120,103,53,50,45,59,16,186,x,x,x,16,7,0,x,63,x,0,126,22,0,0,7,0,0
E08000035,LA,383,Leeds,404,235,214,190,125,87,75,96,21,307,x,6,23,34,14,x,16,96,x,0,155,68,69,0,14,0,0
E08000036,LA,384,Wakefield,212,115,113,99,52,59,45,38,18,134,6,7,14,43,x,0,x,85,x,0,95,20,7,0,x,0,0
E08000020,LA,390,Gateshead,171,22,83,88,44,41,30,47,9,112,x,x,7,38,x,0,x,8,x,0,146,10,x,0,x,0,0
E08000021,LA,391,Newcastle upon Tyne,226,79,120,106,40,51,35,81,19,139,8,13,23,25,6,0,12,30,x,0,146,48,0,0,x,0,0
E08000022,LA,392,North Tyneside,131,34,72,59,33,30,28,33,7,59,0,x,16,47,0,x,x,21,x,x,95,9,x,0,0,0,0
E08000023,LA,393,South Tyneside,135,29,70,65,38,34,22,33,8,125,x,0,x,x,x,0,x,19,0,0,105,9,x,0,x,0,0
E08000024,LA,394,Sunderland,261,52,130,131,67,58,49,74,13,155,x,x,16,78,x,0,6,24,9,x,206,11,8,0,x,0,0
E06000022,LA,800,Bath and North East Somerset,77,26,32,45,10,22,13,25,7,20,x,x,17,33,x,0,0,12,0,x,50,11,x,0,0,0,0
E06000023,LA,801,"Bristol, City of",293,91,148,145,68,51,41,75,58,182,x,10,30,52,x,x,8,62,x,x,194,18,10,0,6,0,0
E06000024,LA,802,North Somerset,90,38,50,40,14,22,11,28,15,30,0,x,25,28,x,0,x,17,0,0,49,16,x,0,x,0,0
E06000025,LA,803,South Gloucestershire,84,24,41,43,12,19,6,24,23,33,x,0,20,19,x,0,9,16,x,0,60,6,x,0,0,0,0
E06000001,LA,805,Hartlepool,94,11,50,44,16,18,21,31,8,58,0,x,9,24,x,0,0,8,0,0,79,x,0,0,x,0,0
E06000002,LA,806,Middlesbrough,197,45,95,102,38,39,35,62,23,66,x,x,19,100,x,x,x,17,x,x,145,23,x,0,x,0,x
E06000003,LA,807,Redcar and Cleveland,74,17,37,37,25,12,11,23,x,14,x,x,22,30,x,0,x,13,x,0,55,0,0,0,x,0,0
E06000004,LA,808,Stockton-on-Tees,195,36,98,97,38,58,36,48,15,140,x,9,10,24,6,0,x,16,x,0,152,15,0,0,7,0,0
E06000010,LA,810,"Kingston Upon Hull, City of",205,40,117,88,58,47,42,41,17,132,6,x,15,43,6,0,x,17,0,0,157,16,7,0,8,0,0
E06000011,LA,811,East Riding of Yorkshire,132,39,70,62,24,33,24,40,11,61,x,0,x,55,7,0,x,10,0,0,93,27,x,0,0,0,0
E06000012,LA,812,North East Lincolnshire,170,61,102,68,47,46,37,31,9,133,x,8,x,11,13,0,0,46,0,0,98,8,7,0,11,0,0
E06000013,LA,813,North Lincolnshire,81,34,37,44,19,17,22,19,x,38,0,6,9,20,x,0,6,33,0,0,44,x,0,0,x,0,0
E10000023,LA,815,North Yorkshire,138,56,79,59,37,31,23,30,17,79,x,x,16,24,6,0,6,44,x,0,74,x,x,0,8,0,0
E06000014,LA,816,York,55,13,26,29,12,6,10,21,6,26,x,x,16,x,x,0,x,11,0,0,39,x,x,0,x,0,0
E06000032,LA,821,Luton,169,61,89,80,29,37,31,48,24,99,6,x,x,40,x,0,14,29,0,0,108,17,15,0,0,0,0
E06000055,LA,822,Bedford,102,20,47,55,29,12,17,27,17,72,x,0,x,6,x,0,10,18,0,0,81,x,x,0,x,0,0
E06000056,LA,823,Central Bedfordshire,120,53,54,66,20,31,32,32,x,101,x,0,6,7,0,0,x,27,x,0,67,x,18,0,0,0,0
E10000002,LA,825,Buckinghamshire,162,53,84,78,30,24,33,46,29,58,x,x,6,73,8,0,12,26,0,0,105,23,x,0,x,0,0
E06000042,LA,826,Milton Keynes,171,64,91,80,34,38,24,51,24,48,16,13,44,31,7,x,11,35,0,0,102,21,8,0,x,0,0
E10000007,LA,830,Derbyshire,257,86,132,125,59,54,50,56,38,150,x,12,25,49,x,x,10,63,x,0,165,16,x,0,x,x,0
E06000015,LA,831,Derby,162,45,84,78,43,35,32,28,24,110,7,9,x,7,15,0,11,37,x,0,100,7,0,0,17,0,0
E10000009,LA,835,Dorset,159,15,68,91,21,22,27,54,35,70,x,x,26,43,8,0,x,x,x,0,141,x,x,0,x,0,x
E06000029,LA,836,Poole,86,20,46,40,10,18,12,35,11,47,x,x,16,10,x,0,x,8,0,x,61,12,0,0,x,0,0
E06000028,LA,837,Bournemouth,130,39,74,56,28,34,13,45,10,32,x,x,29,62,x,0,0,11,x,0,90,14,12,0,x,0,0
E06000047,LA,840,Durham,253,53,146,107,87,59,43,48,16,183,x,7,15,15,13,0,17,25,8,0,190,16,x,0,10,0,0
E06000005,LA,841,Darlington,83,13,45,38,18,25,16,21,x,55,x,0,x,19,x,0,x,12,x,0,69,0,0,0,x,0,0
E10000011,LA,845,East Sussex,187,78,113,74,54,49,35,38,11,107,7,x,14,46,x,0,x,51,9,x,105,x,17,0,x,0,0
E06000043,LA,846,Brighton and Hove,184,69,95,89,46,37,22,57,22,132,x,x,12,18,x,0,11,40,x,0,104,25,0,0,11,0,0
E10000014,LA,850,Hampshire,549,188,291,258,88,112,102,184,63,141,23,60,65,227,20,x,11,123,x,0,347,56,6,0,14,0,0
E06000044,LA,851,Portsmouth,154,56,92,62,31,34,32,34,23,86,x,x,9,32,14,0,7,35,x,0,89,19,x,0,9,0,0
E06000045,LA,852,Southampton,194,79,105,89,44,49,42,35,24,154,0,x,11,10,7,x,9,44,x,0,100,29,x,0,15,0,0
E10000018,LA,855,Leicestershire,252,66,135,117,53,53,40,66,40,132,x,9,30,57,x,0,17,47,0,0,184,15,x,0,x,0,0
E06000016,LA,856,Leicester,203,84,121,82,52,44,29,46,32,114,x,x,26,43,8,x,6,70,x,0,111,11,x,0,8,0,0
E06000017,LA,857,Rutland,20,x,6,14,x,x,x,x,7,6,x,x,x,x,0,0,x,x,0,0,15,0,0,0,0,0,0
E10000028,LA,860,Staffordshire,366,161,205,161,75,85,90,92,24,97,8,7,54,182,x,x,11,105,12,0,199,25,19,0,x,0,x
E06000021,LA,861,Stoke-on-Trent,226,76,116,110,60,58,33,49,26,80,17,48,11,32,29,0,9,42,0,0,148,31,x,0,x,0,0
E06000054,LA,865,Wiltshire,177,61,97,80,47,39,36,45,10,85,9,11,13,57,0,0,x,28,x,0,116,23,7,0,0,0,0
E06000030,LA,866,Swindon,126,41,67,59,20,17,17,51,21,50,11,x,21,33,x,0,x,29,0,0,82,8,x,0,x,0,0
E06000036,LA,867,Bracknell Forest,54,11,23,31,18,8,9,15,x,34,x,x,x,12,x,0,0,x,x,0,43,x,x,0,0,0,0
E06000040,LA,868,Windsor and Maidenhead,49,12,22,27,7,11,7,14,10,21,x,x,7,10,x,0,x,x,0,0,36,11,0,0,x,0,0
E06000037,LA,869,West Berkshire,81,19,44,37,11,15,13,27,15,39,x,x,x,21,x,0,6,16,0,0,61,x,0,x,x,0,0
E06000038,LA,870,Reading,69,16,29,40,14,7,13,28,7,46,x,0,x,9,x,0,x,12,0,0,50,x,0,0,x,0,0
E06000039,LA,871,Slough,108,26,55,53,19,24,17,29,19,80,x,x,x,x,7,0,7,13,x,0,73,10,x,0,9,0,0
E06000041,LA,872,Wokingham,25,9,18,7,x,x,x,8,x,13,x,0,x,6,0,0,0,6,0,0,15,x,x,0,x,0,0
E10000003,LA,873,Cambridgeshire,242,106,125,117,46,45,47,58,46,169,x,6,20,25,6,0,14,86,x,0,130,8,11,0,6,0,0
E06000031,LA,874,Peterborough,163,68,78,85,41,33,26,35,28,134,0,x,x,13,x,0,x,55,0,0,86,10,x,0,9,0,0
E06000006,LA,876,Halton,124,55,69,55,18,30,23,45,8,57,0,0,x,52,x,0,8,43,x,0,65,9,0,0,x,0,0
E06000007,LA,877,Warrington,90,35,47,43,18,18,20,27,7,62,0,0,6,14,x,0,x,24,0,0,55,11,0,0,0,0,0
E10000008,LA,878,Devon,310,84,170,140,65,64,58,85,38,198,8,11,41,43,x,x,x,59,x,x,221,19,x,0,x,0,0
E06000026,LA,879,Plymouth,199,74,109,90,39,37,30,53,40,141,12,13,x,8,7,14,x,57,0,0,121,9,8,0,x,0,0
E06000027,LA,880,Torbay,165,47,82,83,29,37,32,55,12,103,9,x,15,25,x,0,7,21,0,0,117,14,12,0,x,0,0
E10000012,LA,881,Essex,374,129,212,162,59,65,68,101,81,273,12,x,28,32,x,0,23,67,x,x,236,54,x,0,6,0,0
E06000033,LA,882,Southend-on-Sea,115,46,60,55,27,28,23,25,12,101,x,0,x,x,x,x,x,21,x,0,67,12,12,0,x,0,0
E06000034,LA,883,Thurrock,126,52,69,57,19,20,25,38,24,82,x,0,8,13,x,0,15,37,7,0,72,6,x,0,x,0,0
E06000019,LA,884,Herefordshire,125,30,58,67,25,29,12,28,31,55,x,12,6,41,6,0,x,7,x,0,92,18,x,0,x,0,x
E10000034,LA,885,Worcestershire,272,59,142,130,61,41,37,62,71,146,11,x,20,81,x,0,6,43,x,x,209,9,6,0,x,0,0
E10000016,LA,886,Kent,835,230,506,329,125,113,115,257,225,219,25,23,115,270,24,x,157,99,21,x,584,86,24,0,16,0,0
E06000035,LA,887,Medway,142,26,71,71,39,22,21,41,19,55,6,8,6,60,7,0,0,13,x,0,114,9,x,0,x,0,0
E10000017,LA,888,Lancashire,655,319,357,298,156,160,105,163,71,484,x,6,44,86,11,0,19,201,13,0,319,84,21,0,13,x,0
E06000008,LA,889,Blackburn with Darwen,125,69,71,54,37,38,27,20,x,74,x,x,19,24,x,0,0,49,x,0,55,16,x,0,x,0,0
E06000009,LA,890,Blackpool,159,59,97,62,47,39,27,33,13,111,x,10,18,6,8,0,x,38,0,0,92,20,x,0,8,0,0
E10000024,LA,891,Nottinghamshire,376,115,193,183,58,99,68,103,48,155,8,10,61,101,15,x,25,88,x,0,251,23,x,0,10,0,0
E06000018,LA,892,Nottingham,258,105,145,113,65,37,39,71,46,159,x,8,35,27,16,x,8,79,0,0,126,24,x,0,27,0,0
E06000051,LA,893,Shropshire,118,35,59,59,19,21,19,40,19,56,x,0,6,52,x,0,x,21,9,0,83,x,0,0,0,0,0
E06000020,LA,894,Telford and Wrekin,110,44,59,51,37,21,13,35,x,86,9,x,x,x,x,0,x,9,0,0,62,32,x,0,x,0,0
E06000049,LA,895,Cheshire East,136,61,67,69,22,29,24,39,22,80,x,x,21,22,x,0,6,34,x,0,70,21,x,0,x,0,0
E06000050,LA,896,Cheshire West and Chester,180,74,99,81,28,46,42,52,12,130,x,0,23,17,x,0,x,70,0,0,102,x,0,0,x,0,0
E06000052,LA,908,Cornwall,258,76,133,125,61,55,55,78,9,122,9,42,28,50,x,0,6,50,9,x,180,15,x,0,x,0,0
E10000006,LA,909,Cumbria,223,102,114,109,58,54,42,51,18,133,x,x,16,55,10,0,0,65,x,0,110,14,22,0,10,0,x
E10000013,LA,916,Gloucestershire,221,60,129,92,41,41,35,62,42,144,x,x,11,43,x,0,19,40,0,0,158,11,8,x,x,0,0
E10000015,LA,919,Hertfordshire,483,170,270,213,71,86,71,154,101,197,13,0,118,155,0,0,0,89,9,x,301,65,6,x,11,0,0
E06000046,LA,921,Isle of Wight,98,24,53,45,19,17,14,33,15,63,x,x,x,19,7,x,0,22,x,x,70,0,0,0,x,0,0
E10000019,LA,925,Lincolnshire,283,95,155,128,75,60,47,80,21,248,x,x,7,6,x,0,10,63,x,0,181,28,0,0,6,x,0
E10000020,LA,926,Norfolk,526,162,289,237,102,105,89,123,107,287,9,11,44,134,14,0,27,90,0,x,351,63,9,0,7,x,0
E10000021,LA,928,Northamptonshire,440,136,262,178,73,70,77,133,87,161,13,17,x,179,10,x,56,58,0,0,291,74,x,0,9,x,0
E06000048,LA,929,Northumberland,163,31,87,76,49,39,28,44,x,83,0,7,29,36,x,0,x,19,x,0,132,10,0,0,0,0,0
E10000025,LA,931,Oxfordshire,296,130,142,154,51,63,46,88,48,131,x,23,44,63,x,x,29,74,x,x,162,31,21,0,x,0,0
E10000027,LA,933,Somerset,259,78,132,127,69,39,34,89,28,203,6,x,26,x,x,0,15,28,x,0,181,43,x,x,0,0,0
E10000029,LA,935,Suffolk,301,81,164,137,79,62,57,80,23,157,14,7,39,56,12,0,16,62,x,0,217,11,6,0,x,0,0
E10000030,LA,936,Surrey,373,110,212,161,66,66,61,126,54,146,13,0,90,76,x,0,45,57,6,x,256,36,11,0,x,0,0
E10000031,LA,937,Warwickshire,323,107,180,143,55,68,63,96,41,173,x,9,36,60,13,0,27,70,8,0,216,8,21,0,0,0,0
E10000032,LA,938,West Sussex,306,77,166,140,59,58,31,92,66,148,8,22,43,31,7,0,47,28,x,0,221,45,x,0,8,0,0
